img,rank,rating,numReviews,cost,name,type,address,business_id,categories
["www.Auntie Bell's Jamaican Cuisine.com", '46', '3.0', '10', '17.4', "Auntie Bell's Jamaican Cuisine", '2257 Islington Avenue', ' Unit 4', 'X5WAjBmplMkRgzhqQ3UA4g', 'Caribbean; Restaurants']
['www.Tasty & Tasty.com', '98', '3.0', '4', '17.4', 'Tasty & Tasty', '1883 McNicoll Avenue', ' Unit 7-11', 'P_OfKffPc3EUSZ44lZKO-Q', 'Restaurants; Chinese']
['www.BOA Steakhouse.com', '99', '4.0', '190', '16.6', 'BOA Steakhouse', 'The Forum Shops At Caesars', ' 3500 Las Vegas Blvd S', 'n1Ng1q300iLHYZELtOd5FA', 'Steakhouses; Restaurants']
["www.Papa Murphys Take 'n' Bake Pizza.com", '11', '4.5', '7', '10.9', "Papa Murphys Take 'n' Bake Pizza", '5830 W Thunderbird Rd', ' Ste B-9', 's9KxZY47jt2FiDpNm9qI4A', 'Restaurants; Pizza']
['www.Famous Toastery.com', '5', '4.0', '199', '18.8', 'Famous Toastery', '8933 Jm Keynes Dr', ' Ste 2', 'gh6RZ1HvVlZDtjOvrRcF3w', 'Soup; Restaurants; Event Planning & Services; Salad; Breakfast & Brunch; Caterers; American (Traditional); Fast Food']
["www.McDonald's.com", '76', '3.0', '19', '14.5', "McDonald's", '1383 16th Avenue', ' Unit 1', '2HrzegI-MmmfJ0VeaLgFcw', 'Fast Food; Restaurants; Burgers']
["www.Jersey Mike's Subs.com", '86', '4.0', '25', '25.6', "Jersey Mike's Subs", '11112-A South Tryon St', ' Ste A', 'mIwbgnIAuPGpsEqQktZUWg', 'Sandwiches; Fast Food; Restaurants; Delis']
["www.Cristina's Restaurant.com", '63', '4.0', '55', '16.8', "Cristina's Restaurant", '10665 W Indian School Rd', ' Ste C', 'iSmQkgaSE36nzctelDq-cg', 'Latin American; Salvadoran; Mexican; Restaurants']
["www.Grandpa's Pizza.com", '48', '3.5', '34', '26.3', "Grandpa's Pizza", '7333 W Thomas Rd', ' Ste 64', 'BAbRAGFnht4BM0QG_OM1Og', 'Pizza; Restaurants']
['www.Red Mango.com', '33', '3.5', '10', '18.5', 'Red Mango', '9918 Knockando Ln', ' Ste 120', 'c3I6_UVuzDYssaGGy_Qenw', 'Ice Cream & Frozen Yogurt; Food; Gluten-Free; Restaurants; Juice Bars & Smoothies']
['www.Spot On Kitchen & Bar.com', '75', '4.0', '34', '25.2', 'Spot On Kitchen & Bar', '2 Richard Way SW', ' Unit 2', '_YlcU-ET7dIiE0h6WpwE7Q', 'Nightlife; Wine Bars; Beer; Wine & Spirits; Comfort Food; Bars; Local Flavor; Pizza; Restaurants; Food']
['www.Panini Italian Sandwiches.com', '38', '4.5', '17', '10.5', 'Panini Italian Sandwiches', '7600 Weston Road', ' Unit 64', 'wYUPspPWaCyGW9QtC5CjkQ', 'Restaurants; Sandwiches; Italian']
['www.Einstein Bros Bagels.com', '88', '3.5', '116', '21.6', 'Einstein Bros Bagels', '6770 N Durango Dr', ' Ste 140', '0LGnU7V3nepi8NUNzyQOXw', 'Breakfast & Brunch; Bagels; Food; Coffee & Tea; Restaurants; Sandwiches']
['www.Gringo Street.com', '39', '3.0', '26', '11.6', 'Gringo Street', '524 17 Avenue SW', ' Unit 101', '5OsexOJ9RBRtHstK2ELRzw', 'Latin American; Restaurants']
["www.Elly's Brunch & Cafe.com", '12', '4.0', '262', '24.0', "Elly's Brunch & Cafe", '100 E Camelback Rd', ' Ste 166', '8AWnAA7aUk8OO5oLz8yvQQ', 'Juice Bars & Smoothies; Breakfast & Brunch; Food; Coffee & Tea; Restaurants']
['www.Po Chicken.com', '93', '4.5', '95', '11.3', 'Po Chicken', '1933 W Main St', ' Ste 8', 'yeB98yCeqpZggwc-wmgg7g', 'Chicken Wings; Korean; Hot Pot; Restaurants; Chicken Shop']
['www.Koreana BBQ.com', '34', '3.5', '12', '18.7', 'Koreana BBQ', '7400 Macleod Trail SE', ' Suite 17', '5Bdw4A46VnTCr61gDkuw0g', 'Restaurants; Korean']
['www.The Original Steaks and Hoagies.com', '67', '5.0', '5', '11.9', 'The Original Steaks and Hoagies', '4310 N Leavitt Rd', ' Ste B', '3wvHvk-rUkEMsxblRO24zQ', 'Sandwiches; Restaurants; Cheesesteaks']
['www.Kabuki Japanese Restaurant.com', '8', '4.0', '611', '11.0', 'Kabuki Japanese Restaurant', '6605 Las Vegas Blvd South', ' Ste 147', 'O7ot_LMlCfLpOP9tBqeNfw', 'Sushi Bars; Restaurants; Asian Fusion; Japanese']
['www.Daniels Original Mexican Food.com', '73', '4.0', '57', '27.1', 'Daniels Original Mexican Food', '13761 West Bell Rd', ' Ste 213', 'TG2QAcrevOmXDuCQQFlGew', 'Restaurants; Mexican']
['www.The Cheesecake Factory.com', '13', '3.5', '308', '21.1', 'The Cheesecake Factory', '505 S Grand Central Pkwy', ' Ste 3201', 'NoA6bD6W7z_Aztk_cOU5cg', 'Restaurants; Desserts; Salad; Breakfast & Brunch; Seafood; American (Traditional); American (New); Food']
["www.Hungry Howie's Pizza.com", '10', '2.0', '18', '15.8', "Hungry Howie's Pizza", '1635 E Baseline Rd', ' Ste 105', 'zHqydarL53YWMjuC0UglSA', 'Restaurants; Pizza']
["www.Big Paul's BBQ.com", '49', '3.5', '58', '22.4', "Big Paul's BBQ", '3025 E Desert Inn', ' Ste 1', 'UQTKPKEzm6513DknF7Scqg', 'Barbeque; Restaurants; Soul Food; Cajun/Creole']
['www.Local Bistro.com', '62', '4.0', '478', '11.4', 'Local Bistro', '20581 N Hayden Rd', ' Ste 115', 'BSmqxPbQglQwP2R56OqOag', 'Italian; French; Steakhouses; Pizza; Restaurants']
['www.Tata Sushi & Grill.com', '79', '4.0', '15', '16.8', 'Tata Sushi & Grill', '8888 Country Hills Blvd NW', ' 327', 'dOJIvdIeiLAhIK8czYXLEg', 'Sushi Bars; Japanese; Restaurants']
['www.Devil Hotz.com', '57', '2.0', '6', '25.3', 'Devil Hotz', '7620 E Mckellips Rd', ' Ste 14', 'bBofiqwqKBxNBvNsP6BJzA', 'American (New); Restaurants']
['www.Earls Kitchen + Bar.com', '34', '3.0', '154', '27.4', 'Earls Kitchen + Bar', '100 City Center Drive', ' Unit 1-101', 'FcCUyrq-ZdcRl_h-k9-CYA', 'Restaurants; Cocktail Bars; Bars; American (New); Comfort Food; Nightlife; Canadian (New)']
['www.Bing-Go.com', '13', '3.5', '8', '22.5', 'Bing-Go', '5990 16th Avenue', ' Unit 238', 'hVcLF8DLi3BUMDH5lwDVFQ', 'Soup; Fast Food; Salad; Restaurants']
['www.Quiznos.com', '66', '2.5', '5', '25.6', 'Quiznos', '6420 S Pecos Rd', ' Ste C', 'wWFvHY9YVWtyfCsDO8jQiQ', 'Restaurants; Fast Food; Sandwiches; Delis']
["www.Roberto's Taco Shop.com", '44', '3.0', '81', '26.4', "Roberto's Taco Shop", '6355 N Commerce St', ' Ste 103A', '_5wi2C7x68Bt14qhdCqi1Q', 'Mexican; Restaurants; Fast Food']
['www.The Pearson Pub.com', '27', '4.5', '6', '11.5', 'The Pearson Pub', '101 Mary St W', ' Ste 100', 'DZvVyvav740Tpwi5xQoNeQ', 'British; Pubs; Nightlife; Bars; Restaurants']
['www.8oz Korean Steak House.com', '36', '4.5', '277', '25.4', '8oz Korean Steak House', '4545 Spring Mountain Rd', ' Ste B105', 'Ef5P6C2yHAv08FPif5Rdtg', 'Barbeque; Restaurants; Korean; Steakhouses']
['www.The Cove Grill.com', '11', '4.0', '32', '19.2', 'The Cove Grill', '5070 S Gilbert Rd', ' Ste 400', 'p2rcmG_Qf5JFdXmqxWkgwQ', 'Restaurants; Nightlife; Fish & Chips; American (New); Burgers; Bars; Sports Bars']
['www.Chen-Fu Fast Chinese Food.com', '4', '4.0', '32', '11.1', 'Chen-Fu Fast Chinese Food', '9623 E Independence Blvd', ' Ste N', 'ffXOeotInfX8G_dK5_s6Ag', 'Restaurants; Chinese']
['www.PT Noodle.com', '13', '4.5', '198', '20.2', 'PT Noodle', '13749 N Litchfield Rd', ' Ste G109', 'l8ewXyH88N5Y_BOPXKAQZw', 'Restaurants; Food; Juice Bars & Smoothies; Noodles; Vietnamese; Soup']
["www.Brian's Beach Sushi.com", '51', '3.5', '69', '14.9', "Brian's Beach Sushi", '8665 W Flamingo Rd', ' Ste106', 'rdZ6xVABSoOVeAIiCaEj4w', 'Japanese; Restaurants; Sushi Bars']
['www.Golden Horse Restaurant.com', '8', '3.0', '58', '16.2', 'Golden Horse Restaurant', '1480 Major Mackenzie Drive E', ' Unit C7-C8', '8MdMBYTVavXF-smJapxrQA', 'Chinese; Food; Restaurants']
['www.Viet Kitchen.com', '21', '5.0', '7', '10.6', 'Viet Kitchen', '4821 Spring Mountain Rd', ' Ste C', '9qAGif3XfRlJ83GJBbDNOQ', 'Vietnamese; Food; Restaurants']
['www.Le Cafe Du Lac.com', '81', '4.5', '96', '25.9', 'Le Cafe Du Lac', '40 Costa Di Lago', ' Ste 100', 't5QPwHMuPQn_kN809Ir6TQ', 'Breakfast & Brunch; Cafes; Creperies; French; Restaurants']
['www.Eggspectation Bloor.com', '89', '2.0', '8', '12.9', 'Eggspectation Bloor', '345 Bloor St E', ' Unit 17', '2-E9r2MPAlAcuWVzI4hNaQ', 'Breakfast & Brunch; Restaurants']
['www.Curry Zen.com', '10', '4.0', '244', '24.6', 'Curry Zen', '7835 S Rainbow Blvd', ' Ste 9', 'iI3jcwudiZYMVUeRPy-DwQ', 'Restaurants; Japanese']
['www.Bistro at Art Central.com', '34', '1.5', '5', '15.5', 'Bistro at Art Central', '100  7th Avenue SW', ' Suite 111', 'pGHfw4gK33r0g6S4a3-euQ', 'American (New); Restaurants; Canadian (New); Breakfast & Brunch']
['www.Roku.com', '47', '4.5', '53', '22.6', 'Roku', '8650 112 Avenue NW', ' Unit 7127', 'bclAyinIbsMTVLmlrUzKWw', 'Japanese; Sushi Bars; Restaurants']
['www.Wabora.com', '41', '3.0', '44', '29.1', 'Wabora', 'Thompson Hotel', ' 550 Wellington Street W', 'gC817zVyUFrY-eMY95Bejw', 'Japanese; Sushi Bars; Restaurants']
['www.Fresh Millions Restaurant.com', '35', '4.0', '154', '21.5', 'Fresh Millions Restaurant', '1130 W Grove Ave', ' Ste 111', 'TcULtaVLDsbKunf3iW7RCQ', 'Noodles; Sandwiches; Salad; American (New); Restaurants; Wraps']
['www.Baidu China Bistro.com', '15', '3.5', '152', '29.2', 'Baidu China Bistro', '7625 S Rainbow Blvd', ' Ste 100', '9V9RlgqqnPFQJfF_e9Lnmw', 'Salad; Chinese; Restaurants']
['www.Starbucks.com', '55', '3.5', '15', '23.1', 'Starbucks', '123 Front Street W', ' Unit 1', 'qpum_dXomddWLPKTZ5tPkg', 'Food; Coffee & Tea; Cafes; Restaurants']
['www.Salt and Pepper.com', '22', '2.5', '32', '25.2', 'Salt and Pepper', '35 Brunel Road', ' Unit  4', '9q8JSsHC5lR6Hh16W_5ggg', 'Restaurants; Halal; Chinese; Indian']
['www.The Bagel Cafe.com', '37', '3.0', '9', '15.4', 'The Bagel Cafe', 'Red Rock Casino Resort & Spa', ' 11012 W Charleston Blvd', 'uyTHJd8s12u8kQBEpCyxuA', 'Cafes; Food; Restaurants; American (Traditional); Bagels']
['www.MR.SUB.com', '77', '3.5', '3', '15.3', 'MR.SUB', '3621 Major Mackenzie Drive W', ' Unit 3', 'DOTHPxD4VNAFG_JJL0NL9g', 'Sandwiches; Fast Food; Restaurants; Canadian (New)']
['www.Hong Kong Bistro.com', '19', '3.5', '79', '20.7', 'Hong Kong Bistro', '4990 S Gilbert Rd', ' Ste 8', 'pvjPOBfYF2QbkqNY3xHC-A', 'Chinese; Restaurants']
['www.Asian Munchies.com', '23', '2.0', '5', '17.6', 'Asian Munchies', '6150 Highway 7', ' Unit 4', 'lmZ9Y2t288yLeHd9rCgN3A', 'Food; Fast Food; Chinese; Food Delivery Services; Restaurants']
["www.Spinato's Pizza.com", '96', '4.0', '159', '18.7', "Spinato's Pizza", '1219 E Glendale Ave', ' Ste 14', 'TolwZ3L28or4E8SVTZUf6Q', 'Restaurants; Pizza; Sandwiches; Italian']
['www.Hot Stone Grill.com', '40', '3.5', '22', '11.4', 'Hot Stone Grill', '17015 Kenton Dr', ' Ste 105', 'fzXOuIwKyIh92m2zB7TJ1w', 'Mediterranean; American (New); Restaurants; Specialty Food; Modern European; Food; American (Traditional); Steakhouses']
['www.Big Bite Burrito.com', '40', '3.5', '33', '17.8', 'Big Bite Burrito', '4045 Sheppard Avenue', ' Scarborough', 'K_sbl7yJnDE-zqkGB7NxeA', 'Restaurants; Mexican']
["www.TJ's Pizza & Wings.com", '5', '4.0', '136', '13.2', "TJ's Pizza & Wings", '5555 E Bell Rd', ' Ste 14', 'uqDJHY5UAMZgClJLbYBagg', 'Restaurants; Pizza; American (Traditional); Breakfast & Brunch; Chicken Wings']
["www.Fuzzy's Southwest Sports Grill.com", '34', '3.0', '100', '12.1', "Fuzzy's Southwest Sports Grill", '18795 N Reems Rd', ' Ste 109', 'VQo2aozjKpuZd7x-i0h2dA', 'Nightlife; American (Traditional); Restaurants; Sports Bars; Bars']
['www.Chipotle Mexican Grill.com', '75', '3.0', '38', '29.1', 'Chipotle Mexican Grill', '16635 N Tatum Blvd', ' Ste 100', 'VM7Q3xWH5XiwbaIeSyJ-vw', 'Mexican; Fast Food; Restaurants']
['www.MAD Greens - Central Ave & Camelback.com', '98', '4.0', '82', '20.5', 'MAD Greens - Central Ave & Camelback', '5120 North Central Ave', ' Ste 2', '1-L3RfFTq4tA0kl73K1l0g', 'Vegetarian; Gluten-Free; Restaurants; Food; Salad; Wraps; Juice Bars & Smoothies']
['www.Billingsgate Seafood Market.com', '57', '3.5', '33', '23.8', 'Billingsgate Seafood Market', '1941 Uxbridge Drive NW', ' Suite 2B', 'LbAeNotV_LcP-BOdAncbpQ', 'Seafood; Restaurants; Specialty Food; Seafood Markets; Food; Shopping']
['www.Cafe 100 %.com', '25', '3.5', '42', '25.0', 'Cafe 100 %', '30 Country Hills Landing NW', ' Suite 110', '_KM5kIVknRvFSHxppDbi2A', 'Cafes; Restaurants']
['www.Red Fox Pub.com', '88', '3.0', '6', '25.3', 'Red Fox Pub', '8 Ave SW', ' Ste 708', 'viyolmj28XvxLDyBff6kag', 'Burgers; Food; Pubs; Bars; Nightlife; Restaurants']
['www.QDOBA Mexican Eats.com', '58', '2.5', '16', '28.7', 'QDOBA Mexican Eats', '3321 Siskey Pkwy', ' Ste 100', 'M8I2IdqDbJCGL0ho8eFLiQ', 'Mexican; Caterers; Event Planning & Services; Fast Food; Restaurants']
['www.Subway.com', '8', '3.0', '11', '17.9', 'Subway', '4450 E Mcdowell Rd', ' Ste 115', 'aIDCm_31--whoSJl4LhEZA', 'Fast Food; Sandwiches; Restaurants']
['www.Kabob Oasis.com', '68', '3.5', '84', '12.3', 'Kabob Oasis', '10100 S Eastern Ave', ' Ste 120', 'KMKPusWbBaIORB669W0EeQ', 'Mediterranean; Restaurants']
['www.Firehouse Subs.com', '97', '4.5', '7', '29.4', 'Firehouse Subs', '6815 Airport Road', ' C1', 'j-YxNyT--PbEM-V1j6nkiA', 'Restaurants; Sandwiches']
['www.Big Heng.com', '99', '4.0', '212', '21.7', 'Big Heng', '7530 W Peoria Ave', ' Ste A', 'KkmSbkWOWC3DtY-Sxa9PmQ', 'Chinese; Restaurants']
['www.Papa Murphys Pizza.com', '54', '5.0', '4', '15.0', 'Papa Murphys Pizza', '7414 W Cactus', ' Ste 104', 'brQb3yf6kOlbiDdn3Rb-JA', 'Specialty Food; Food; Restaurants; Pizza']
['www.Holts Gourmet.com', '79', '3.0', '5', '18.1', 'Holts Gourmet', '50 Bloor Street West', ' Suite 200', 'p3XSl1u74coS5KubgE5ZDw', 'Delicatessen; Restaurants; Desserts; Food; Coffee & Tea; Cafes']
['www.Tosinos Mexican Grill.com', '78', '4.0', '29', '23.6', 'Tosinos Mexican Grill', '263 E Warner Rd', ' Ste 105', '-ho0iNZnkwPJZIJk_f5a9w', 'Mexican; Restaurants']
['www.Lean Lifestyle.com', '99', '4.0', '30', '16.5', 'Lean Lifestyle', '1940 W Elliot Rd', ' Ste 101', 'edH8L6RxSfQ78R_51QoDWA', 'Food Delivery Services; Restaurants; Breakfast & Brunch; Food']
["www.Zoe's Pizzeria.com", '99', '3.5', '27', '16.4', "Zoe's Pizzeria", '604 E Main St', ' Unit 6', 'LXVwq9kk7ThMVxsPtRjbjQ', 'Restaurants; Pizza; Italian']
['www.Oats & Ivy.com', '91', '4.0', '13', '14.4', 'Oats & Ivy', '171 E Liberty Street', ' Suite 127 A', 'mjZVeJ7GSe_LI0XA0RqGZQ', 'Organic Stores; Vegetarian; Restaurants; Food; Vegan; Juice Bars & Smoothies']
['www.Salted Malted Bakery & Creamery.com', '72', '4.5', '351', '21.6', 'Salted Malted Bakery & Creamery', '6584 N Decatur Blvd', ' Ste 120', 'KVqWA98XZwGhJ3YbFNi0vw', 'Donuts; Restaurants; Ice Cream & Frozen Yogurt; Breakfast & Brunch; Coffee & Tea; Sandwiches; Poutineries; Cafes; Bakeries; Food']
['www.Fabio On Fire.com', '34', '4.5', '292', '29.4', 'Fabio On Fire', '8275 W Lake Pleasant Pkwy', ' Ste 101', '4KZRFxciaKfTD7qbS55b7g', 'Food Trucks; Food; Pizza; Restaurants; Italian']
['www.Subway.com', '93', '2.0', '11', '14.5', 'Subway', '6870 Spring Mountain Rd', ' Ste 104', 'M85y1RfSCyWZkWR-18YU1Q', 'Fast Food; Restaurants; Sandwiches']
["www.Adela's Italian.com", '3', '4.5', '299', '29.0', "Adela's Italian", '4041 E Thomas Rd', ' Ste 107', '_e3rChyednoh47n2cjGv2w', 'Italian; Restaurants; Salad']
['www.Caribbean Desire.com', '24', '3.0', '5', '10.3', 'Caribbean Desire', '2 County Court Blvd', ' Ste 190', '5Ug9N6VPHG0W284wcurEEg', 'Chinese; Restaurants; Caribbean']
['www.Taftan Kebab.com', '49', '3.5', '31', '14.5', 'Taftan Kebab', '9625 Yonge Street', ' Unit 11', 'hn4Pk40aKTniyYtRwhflpQ', 'Ethnic Food; Food; Restaurants; Persian/Iranian; Middle Eastern; Afghan; Specialty Food']
['www.Firehouse Subs.com', '11', '3.0', '11', '10.7', 'Firehouse Subs', '3108 S McClintock Dr', ' Ste 2', 'Fu0YD6AsGEyIgwsgtiin-A', 'Sandwiches; Fast Food; Delis; Restaurants']
['www.MR Wings.com', '58', '4.0', '38', '21.7', 'MR Wings', '3860 S Nellis', ' Ste 102', 'II5EG0o7Y9jRZA84RBXetA', 'Sandwiches; American (New); Wraps; Restaurants; Chicken Shop; Chicken Wings']
["www.Ruth's Chris Steak House.com", '25', '3.5', '76', '11.9', "Ruth's Chris Steak House", '3900 Paradise Rd', ' Ste 121', 'qA4MWdUmaXYkrZ223cFfFA', 'Restaurants; Steakhouses']
['www.Addiction Restaurant.com', '43', '3.0', '62', '27.9', 'Addiction Restaurant', 'Rumor Hotel', ' 455 E Harmon Ave', 'L9hxsakFxY315yPqCZL-zQ', 'American (New); Tapas/Small Plates; Breakfast & Brunch; Restaurants; American (Traditional); Event Planning & Services; Venues & Event Spaces']
['www.Teriyaki Madness.com', '4', '3.5', '146', '15.7', 'Teriyaki Madness', '9845 S Maryland Pkwy', ' Ste C', '-JFVxwdVQfX207554dx1nw', 'Restaurants; Japanese; Asian Fusion; Hawaiian']
['www.Cousins Subs.com', '20', '3.0', '16', '21.8', 'Cousins Subs', '2100 W Chandler Blvd', ' Suite 38', '82FKPrumKgIYRFjOzO6F9A', 'Restaurants; Delis; Sandwiches']
["www.Ron's Grilled Barbeque and Kabobs.com", '95', '4.0', '70', '12.0', "Ron's Grilled Barbeque and Kabobs", '6085 S Fort Apache Rd', ' Ste 140', 'vF7nFTv22qA-YnCP09pvHQ', 'Restaurants; Mediterranean; Middle Eastern; Barbeque; Greek']
['www.Camelot Steakhouse.com', '16', '3.5', '238', '29.8', 'Camelot Steakhouse', 'Excalibur Hotel And Casino', ' 3850 Las Vegas Blvd S', 'zTNFyAXMEkgVP-o_HTC2xw', 'Bars; American (Traditional); Restaurants; Nightlife; Steakhouses']
["www.Brar's-Grand.com", '9', '3.5', '103', '12.0', "Brar's-Grand", '199 Advance Boulevard', ' Unit 13', 'eGP9T_kj0iM5h3MciSQjSw', 'Restaurants; Buffets; Indian; Food; Desserts']
['www.Cultures.com', '34', '3.5', '4', '10.2', 'Cultures', 'Square One Shopping Centre', ' 100 City Centre Drive', 'UIy2kbpeWztddoJyRRBubw', 'Breakfast & Brunch; Restaurants; Salad']
['www.Taco Bell.com', '33', '4.0', '5', '11.4', 'Taco Bell', '5000 Highway 7 E', ' Suite F040', 'p1qikz--GQonzyIyIsgssg', 'Mexican; Fast Food; Restaurants']
['www.Endless Swirls.com', '76', '3.5', '41', '10.3', 'Endless Swirls', '4500 E Sunset Rd', ' Ste 8', '5RzpBgHNbOZiFCgQ2Zuoog', 'Food; Do-It-Yourself Food; Ice Cream & Frozen Yogurt; Restaurants; Coffee & Tea']
['www.Ma Bicyclette.com', '6', '4.5', '13', '18.0', 'Ma Bicyclette', '2727 Rue Saint-Patrick', ' Suite 1', 'XFZwZTABDk09jfv6tEJR6Q', 'Hotels & Travel; Bike Rentals; Active Life; Restaurants; Local Services; Bike Repair/Maintenance; Cafes; Tours']
['www.Original Chicken Tender.com', '44', '3.5', '31', '13.1', 'Original Chicken Tender', 'Monte Carlo Hotel & Casino Food Court', ' 3770 Las Vegas Blvd. South', 'U-Uj13i0RkwgZ8e7I4Lf8w', 'Food Court; Fast Food; Restaurants; Hot Dogs; Cheesesteaks; American (New); Chicken Wings']
['www.Ohana Hawaiian BBQ.com', '60', '4.0', '38', '28.0', 'Ohana Hawaiian BBQ', '1500 N Green Valley Pkwy', ' Ste 230', '42romV8altAeuZuP2OC1gw', 'Restaurants; Barbeque; Hawaiian']
["www.Ori'Zaba's Scratch Mexican Grill.com", '68', '3.5', '77', '15.5', "Ori'Zaba's Scratch Mexican Grill", '11015 Sage Park Dr', ' Ste 120', 'Z1yvzAbs4fGC28s7WtUonA', 'Gluten-Free; Mexican; Restaurants; Vegetarian']
['www.Coal Burger.com', '85', '3.0', '63', '24.2', 'Coal Burger', '15147 N Scottsdale Rd', ' Ste 133', 'PwAcm8buozeXyQaeUiSzGA', 'Restaurants; Burgers']
['www.Asia Express.com', '32', '3.5', '15', '22.0', 'Asia Express', '1615 Dundas Street E', ' Unit 4', 'k1c4gg8Ri5dre6ruPUKxJQ', 'Asian Fusion; Restaurants']
['www.Goldilocks Bakeshop.com', '14', '3.5', '10', '21.7', 'Goldilocks Bakeshop', '9550 S Eastern Ave', ' Unit 110', 'Hoyxjh8sLWi7TgMv17ZA-w', 'Filipino; Food; Bakeries; Restaurants']
["www.Sam's Hoagies.com", '87', '4.5', '10', '16.0', "Sam's Hoagies", '700 Balmoral Drive', ' Unit 3', 'b7RQjB3cOgzyPFnho7JaXw', 'Breakfast & Brunch; Salad; Restaurants; Sandwiches']
["www.Rubio's.com", '92', '4.0', '93', '27.7', "Rubio's", '15705 North Hayden Rd', ' Ste C8-9', 'j0h8OH6ktQsnTmIaJsN5Hw', 'Fast Food; Seafood; Event Planning & Services; Salad; Restaurants; Mexican; Caterers']
['www.Tonkatsu Kiyoshi.com', '77', '4.5', '536', '12.5', 'Tonkatsu Kiyoshi', '7780 S Jones Blvd', ' Ste 103', 'eR7Iw_X54m3YLWkXp9y35Q', 'Hawaiian; Specialty Food; Japanese; Ethnic Food; Food; Restaurants']
["www.Licklider's Deli & Grill.com", '8', '5.0', '4', '18.8', "Licklider's Deli & Grill", '5030 Paradise Rd', ' Ste B110', 'dpVMSMJjJtwhO_Zvugc5_w', 'Food Delivery Services; American (Traditional); Restaurants; Delis; Breakfast & Brunch; Food']
['www.New York Chinese Restaurant.com', '89', '3.0', '152', '19.6', 'New York Chinese Restaurant', '9430 W Lake Mead Blvd', ' Ste 1', 'qsdHK1eQtXmAJNdVJxiC3w', 'Chinese; Restaurants']
['www.Yummy Cafe.com', '86', '3.5', '3', '26.2', 'Yummy Cafe', '27 Avenue NE', ' Unit 1616', 'uZVLZl3GrblJtxy_gtGLUw', 'Restaurants; Cafes']
['www.Jalisience Mexican Food.com', '76', '4.0', '53', '19.5', 'Jalisience Mexican Food', '743 S Lindsay Rd', ' Ste c101', '3i8SYgLMC9iMZGwCVW9U1Q', 'Mexican; Tex-Mex; Breakfast & Brunch; Restaurants']
['www.Epic Pita.com', '88', '4.0', '24', '26.9', 'Epic Pita', '15 Ashby Field Road', ' Unit 14', 'Gmm0W1pNa7HVIyVn7K6Rlw', 'Fast Food; Halal; Restaurants; Mediterranean']
['www.Sen Sushi.com', '63', '3.5', '40', '12.8', 'Sen Sushi', '2338 Major Mackenzie Drive W', ' Unit 3', 'nh99ifq3jToNgK-10esVBw', 'Restaurants; Japanese; Sushi Bars']
['www.Taquitos Jalisco.com', '81', '4.0', '79', '15.6', 'Taquitos Jalisco', '437 S Gilbert Rd', ' Ste 2', 'oaNml4cV5D_MHMOVjNS-Bg', 'Restaurants; Mexican']
['www.Taco Bell.com', '13', '2.0', '12', '19.9', 'Taco Bell', '2169 Deming Way', ' Ste 100', '2J0mx9CAcP01RpwQkdBcGw', 'Restaurants; Mexican; Fast Food; Tex-Mex']
['www.La Prep.com', '18', '4.0', '8', '13.2', 'La Prep', 'Cross Iron Mills Mall', ' 261055 CrossIron Boulevard', 'VreNN8pbEqeiXyus_2W4TQ', 'Sandwiches; Breakfast & Brunch; Restaurants; Salad']
["www.Milio's Sandwiches.com", '13', '2.0', '13', '24.2', "Milio's Sandwiches", '115 E Broadway', ' Ste 102', 'KfD74RGocsp9vakR67mILQ', 'Restaurants; Sandwiches']
['www.Dairy Queen.com', '12', '4.0', '4', '29.8', 'Dairy Queen', '831 The Queensway', ' Unit A', 'WSQ2-Z46J5VG_D875EEv0A', 'Cheese Shops; Restaurants; Food; Fast Food; Specialty Food; Ice Cream & Frozen Yogurt']
['www.SkinnyFATS.com', '92', '4.5', '191', '12.4', 'SkinnyFATS', '2010 Festival Plaza Dr', ' Ste 170', 'j4F5LtyQ3_dKLJbIEkwFpQ', 'American (New); Restaurants; Breakfast & Brunch']
['www.Peter Piper Pizza.com', '81', '3.5', '25', '10.5', 'Peter Piper Pizza', '7607 E McDowell Rd', ' Ste 101', 'PWifWVSyaaQpSgRimHviWQ', 'Chicken Wings; Restaurants; Pizza; Buffets']
['www.Pizza Hut.com', '19', '2.0', '10', '22.0', 'Pizza Hut', '1 Bartley Bull Parkway', ' Unit 9', 'jv8h_KqwNb3DGwimITZDDg', 'Chicken Wings; Pizza; Restaurants; Italian; Food Delivery Services; Food']
['www.Coffee & Tea Express.com', '51', '4.5', '11', '24.1', 'Coffee & Tea Express', '5835 W Palmaire Ave', ' Ste E', 'jRJgroYUZFVZIpL6hfXTCA', 'Sandwiches; Food; Restaurants; Coffee & Tea']
['www.The Brass Tap.com', '11', '3.0', '37', '17.2', 'The Brass Tap', '819 Terrace Park', ' Ste 103', 'p_744B_b1O9V2UO1RZmygw', 'Bars; Food; Beer Bar; Beer; Wine & Spirits; Nightlife; American (Traditional); Restaurants']
['www.Green Tea Lounge.com', '33', '3.0', '39', '10.3', 'Green Tea Lounge', '3160 Steeles Avenue E', ' Unit 118', 'd7ZqJlSbyZHETKzj9XhJAg', 'Food; Restaurants; Japanese; Coffee & Tea']
